"ID","Salmean"
1784,34.234207
1785,34.234207
1786,34.234207
1787,34.234207
1788,34.234207
1789,34.234207
1790,34.234207
1791,34.234207
1792,34.234207
1793,34.234207
1794,34.234207
1795,34.234207
1796,34.302505
1797,34.302505
1798,34.302505
1799,34.302505
1800,34.305565
1801,34.305565
1802,34.305565
1803,34.305565
1804,34.305565
1805,34.305565
1806,34.305565
1807,34.305565
1808,34.305565
1809,34.305565
1810,34.305565
1811,34.305565
1812,34.305565
1813,34.302505
1814,34.302505
1815,34.305565
1816,34.305565
1817,34.305565
1818,34.305565
1819,34.305565
1820,34.305565
1821,34.305565
1822,34.305565
1823,34.305565
1824,34.305565
1825,34.305565
1826,34.305565
1827,34.372459
1828,34.372459
1829,34.372459
1830,34.25988
1831,34.25988
1832,34.25444
1833,34.25444
1834,34.25988
1835,34.251556
1836,34.251556
1837,34.274582
1838,34.274582
1839,34.274582
1840,34.232613
1841,34.230404
1842,34.230404
1843,34.230404
1844,34.230404
1845,34.230404
1846,34.230404
1847,34.230404
1848,34.230404
1849,34.230404
1850,34.213863
1851,34.213863
1852,34.213863
1853,34.213863
1854,34.213863
1855,34.213863
1856,34.213863
1857,34.213863
1858,34.25486
1859,34.25486
1860,34.25486
1861,34.25486
1862,34.368752
1863,34.368752
1864,34.324234
1865,34.324234
1866,NA
1867,34.378391
1868,34.378391
1869,34.378391
